objectid,pid,title,display_template,object_location,image_small,image_thumb,archival_call_number,archival_collection,finding_aid_ark,physical_location,archival_series_title,folder_title,box,folder,contributing_institution,contributing_institution_valueURI,personal_creator,personal_creator_valueURI,corporate_creator,corporate_creator_valueURI,interviewee,interviewee_valueURI,interviewer,interviewer_valueURI,personal_contributor,personal_contributor_valueURI,corporate_contributor,corporate_contributor_valueURI,description,table_of_contents,annotation,url,language,subject,topical_subject_fast_valueURI,location,geographic_subject_fast_valueURI,topical_subject_lcsh,topical_subject_lcsh_valueURI,topical_subject_local,topical_subject_local_valueURI,geographic_subject_lcsh,geographic_subject_lcsh_valueURI,geographic_subject_local,geographic_subject_local_valueURI,geographic_subject_geonames,geographic_subject_geonames_valueURI,coordinates,personal_name_subject,personal_name_subject_valueURI,corporate_name_subject,corporate_name_subject_valueURI,birds_subject,birds_subject_valueURI,chronological_subject,event_subject,event_subject_valueURI,extent,aat_type,aat_type_valueURI,aat_genre,aat_genre_valueURI,dcmi_type,dcmi_type_valueURI,type_of_resource,imt_type,cco_description,rights_management,rights_management_valueURI,date_digital,location_interview,publisher,publisher_valueURI,ark,local_id,file_name,uid,avian_id,project_number,date_created,date_modified,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,related_exhibit,related_exhibit_url,hardware_software,disclaimer,image_manipulation,file_size,resolution,colorspace,bits_per_sample,samples_per_pixel,height,width,digital_origin,date,latitude,longitude,coord_explan
,WPA_b2f9i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b2f9i1_2,MS0260b002f009i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0345,WPA_b5f8i1,Photograph of the construction of the Lewis and Clark monument in Council Bluffs,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f8i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f8i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f8i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 5. Pottawattamie County. Council Bluffs. Lewis and Clark Monument. Project 426. (1 b/w photograph), 1935",5,8,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Lewis and Clark Expedition (1804-1806);Monuments,http://id.worldcat.org/fast/1406330;http://id.worldcat.org/fast/1025892,Iowa--Council Bluffs,http://id.worldcat.org/fast/1224198,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-12,,,,https://n2t.net/ark:/87292/w90g3h446,WPA_b5f8i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1935-12-24,,,
,WPA_b3f10i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f10i1_1,MS0260b003f010i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b3f10i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f10i1_2,MS0260b003f010i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0346,WPA_b5f9i1,Photograph of the Lewis and Clark monument dedication in Council Bluffs,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f9i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f9i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f9i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 5. Pottawattamie County. Council Bluffs. Lewis and Clark Monument. Project 531. (2 b/w photographs), 1936",5,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Lewis and Clark Expedition (1804-1806);Monuments,http://id.worldcat.org/fast/1406330;http://id.worldcat.org/fast/1025892,Iowa--Council Bluffs,http://id.worldcat.org/fast/1224198,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-12,,,,https://n2t.net/ark:/87292/w9vq2sh09,WPA_b5f9i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936-05-29,,,
,WPA_b3f11i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f11i1_1,MS0260b003f011i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b3f11i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f11i1_2,MS0260b003f011i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0347,WPA_b5f9i2,Photograph of four people sitting in front of the Lewis and Clark monument in Council Bluffs,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f9i2_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f9i2_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f9i2_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 5. Pottawattamie County. Council Bluffs. Lewis and Clark Monument. Project 531. (2 b/w photographs), 1936",5,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Lewis and Clark Expedition (1804-1806);Monuments,http://id.worldcat.org/fast/1406330;http://id.worldcat.org/fast/1025892,Iowa--Council Bluffs,http://id.worldcat.org/fast/1224198,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-12,,,,https://n2t.net/ark:/87292/w9qz22p6x,WPA_b5f9i2,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936-05-29,,,
,WPA_b3f12i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f12i1_1,MS0260b003f012i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b3f12i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f12i1_2,MS0260b003f012i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0348,WPA_b6f10i7,Photograph of the exhibit panel of Iowa WPA projects in the Fifth District,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b6f10i7_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b6f10i7_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b6f10i7_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Exhibits. Display Panels Used at County Fairs. (20 b/w photographs), 1936",6,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng;zxx,Exhibitions,http://id.worldcat.org/fast/918097,Iowa--Council Bluffs,http://id.worldcat.org/fast/1224198,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-17,,,,https://n2t.net/ark:/87292/w9rx93k6m,WPA_b6f10i7,MS0260b006f010i008.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936,,,
,WPA_b3f12i2_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f12i2_1,MS0260b003f012i003.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b3f12i2_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f12i2_2,MS0260b003f012i004.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0349,WPA_b6f11i1,Photograph of WPA Fifth District exhibit,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b6f11i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b6f11i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b6f11i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Exhibits. Council Bluffs. Fifth District Exhibit. April 16, 1936 (1 b/w photograph), 1936",6,11,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Exhibitions,http://id.worldcat.org/fast/918097,Iowa--Council Bluffs,http://id.worldcat.org/fast/1224198,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-17,,,,https://n2t.net/ark:/87292/w9zk55s61,WPA_b6f11i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936-04-16,,,
,WPA_b3f13i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f13i1_1,MS0260b003f013i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b3f13i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f13i1_2,MS0260b003f013i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0350,WPA_b7f12i1,Photograph of a training school for housemaids in Council Bluffs,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f12i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f12i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f12i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","National Youth Administration. Pottawattamie. Council Bluffs. Training School for Housemaids. Project 3274. (1 b/w photograph), 1936",7,12,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Women household employees,http://id.worldcat.org/fast/1734125,Iowa--Council Bluffs,http://id.worldcat.org/fast/1224198,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-19,,,,https://n2t.net/ark:/87292/w96d5ph5m,WPA_b7f12i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-11-12,,,
,WPA_b3f14i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f14i1_1,MS0260b003f014i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b3f14i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f14i1_2,MS0260b003f014i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0351,WPA_b7f35i1,Photograph of the construction of the Lewis and Clark Memorial at Rainbow Point in Council Bluffs,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f35i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f35i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f35i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Parks. Pottawattamie County. Council Bluffs. Lewis and Clark Memorial. Project 426. (2 b/w photographs), 1937",7,35,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Lewis and Clark Expedition (1804-1806);Monuments,http://id.worldcat.org/fast/1406330;http://id.worldcat.org/fast/1025892,Iowa--Council Bluffs,http://id.worldcat.org/fast/1224198,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-23,,,,https://n2t.net/ark:/87292/w9513v24h,WPA_b7f35i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-11-04,,,
,WPA_b3f15i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f15i1_1,MS0260b003f015i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b3f15i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f15i1_2,MS0260b003f015i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0352,WPA_b7f35i2,Photograph of the Lewis and Clark Memorial at Rainbow Point in Council Bluffs,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f35i2_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f35i2_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f35i2_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Parks. Pottawattamie County. Council Bluffs. Lewis and Clark Memorial. Project 426. (2 b/w photographs), 1937",7,35,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Lewis and Clark Expedition (1804-1806);Monuments,http://id.worldcat.org/fast/1406330;http://id.worldcat.org/fast/1025892,Iowa--Council Bluffs,http://id.worldcat.org/fast/1224198,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-23,,,,https://n2t.net/ark:/87292/w9183480r,WPA_b7f35i2,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-11-04,,,
,WPA_b3f16i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f16i1_1,MS0260b003f016i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b3f16i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b3f16i1_2,MS0260b003f016i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0353,WPA_b7f5i1,Photograph of theater actors in Council Bluffs,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f5i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f5i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b7f5i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Musicians--Actors. Pottawattamie County. Council Bluffs. Theater Recreational Project. Project 584. (1 b/w photograph), 1936",7,5,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Actors,http://id.worldcat.org/fast/796296,Iowa--Council Bluffs,http://id.worldcat.org/fast/1224198,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-19,,,,https://n2t.net/ark:/87292/w9nk36b5k,WPA_b7f5i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936-04-09,,,
